Season,Stars,Review
1,4.0,"Its intricate storytelling and dark themes may overwhelm some viewers, but Game of Thrones is a transportive, well-acted, smartly written drama even non-genre fans can appreciate."
1,5.0,"Just the best, ned stark will forever be my fav"
1,4.5,"At times too much nudity and too much story building proves a hindrance for GOT season 1, but it's still jam-packed with great themes, visual mastery, great characters, solid performances and a deeply investing narrative with violence, heart and complexion."
1,5.0,"The first season, is amazing i loved every second of it, 10 min in and i was hooked. love the starks, and how the charcters evolve and the develope of the charcters was the best until season 7 this was amazing, some episodes from season 8 was ok the long night but after that it fall apart at the end... Best Charcter is John Snow."
1,5.0,"Amazing introduction to the series, thrilling action, powerful acting and an compelling story to tell made this a really good watch!"
1,5.0,"Where can I start? It is absolutely brutal, dark, sinister, nasty, gross but well-written, well-acted, gripping, interesting, epic and exciting as well. I have trouble remembering every single character and place, but nothing too bad to handle. This series started off STRONG, and it won't lower its level, I'm sure! A series full of bastards, cripples and broken things, but full of fantasy and amazing drama as well! By the way, the song is just so iconic that I can't even skip the intro!"
1,5.0,The season that got me hooked but let's not talk about the final 2 seasons
1,1.0,"I really liked the way it was filmed, the setting was beautiful and the costumes were very well done. I wanted to like it, it looked so cool. But after watching some of it, I was left in a foul mood, just feeling annoyed at all the unpleasant characters I had to watch, all the unpleasant things I had to see. It's simply not a world I want to look at, it is a bleak world that leaves me feeling depressed. There is little charity, kindness, and justice in it, and without those things there is no reason to care. Maybe they come into the mix later on in the series, but I am not going to stick around to look for it, I have had enough. I didn't want to root for anyone, as I didn't like anyone. I felt there was much injustice and dishonesty, and for me, seeing a lot of that is viscerally irritating. If there is a moderate amount, if it isn't excessively dark and something is done about it, that's fine. But that is not the impression I got. If you enjoy this sort of thing, there's nothing wrong with that. I write this review for others out there who might feel like me. Thanks for reading."
1,5.0,One of the Best fantasy story on screen and best season of all GoT
1,4.5,Fantastic in all respects until the final half season.
1,3.5,"Re-watching season 1 made me realize it's extremely flawed. The acting is very mediocre, some of the directing choices are elementary, and there's way too much unnecessary nudity. Like a horny director was getting off on set. However, the story and characters are still fantastic."
1,4.5,Near enough perfect.
1,5.0,"The first three seasons of GoT are by far the best. Medieval in setting and tone, gritty and creative and genuine—faithful adaptations of Martin's brilliant work."
1,5.0,"One of the best first seasons ever made. Book was better but what a great transformation in video. Cast, story, scenery, amazing!"
1,5.0,"The best season, critics have no brain"
1,4.5,"I thoroughly enjoyed this season. In the beginning, the story is quite convoluted and all the different stories and sub-plots don't necessarily connect for first-time viewers, but they did a fantastic job bringing the story to life. And in the end, Sean Bean does what Sean Bean does best... Great stuff!"
1,5.0,"Loved this show, perfect start!"
1,5.0,These first few seasons were edge of your seat and addictive to watch!
1,5.0,Awesome! Probably the best show ever.
1,5.0,"Perfect in every single way. Courageous, trail blazing television. Sticks to the source material. Incredible world building. Great costumes, great actors, great story, great sets."
1,5.0,Season 1 of Game of Thrones is potentially the greatest Season 1 of any show ever
1,5.0,I liked George R. R. Martin story and it was beautifully portrayed close to the original material.
1,5.0,"all elements brilliantly treated, a ruthless and raw beginning that leaves the viewer wanting more, a guideline with an assertive approach."
1,5.0,"One of the best seasons for a tv show in tv history. The climax was amazing storytelling, and it was aggressive to kill off most of the major names involved with the show."
1,5.0,So far it is great. I love everything about it so far. It managed to have me intrigued by the first episode which I usually find rare for most shows. All I can really say is that it is a lot better than I expected and I'm excited to see the next season.
1,4.0,"An almost unequaled introduction to a complex world and narrative that has fantastic production quality, acting, and writing to go with it. While you can feel some of the budget constraints with this being the first season, it executes magnificently to where that is at most a minor complaint, and still feels epic and grandiose regardless. Truly as great of a start to a series as you could hope for."
1,5.0,"Few series quite as perfect as this one. Just one thing,,,,did winter ever really come?"
1,4.0,"seeing this in 2022 for the 1st time doesn't give this show justice (imo) it's a great show with a amazing storyline (f*qing love it) and characters but seeing some old vfx now -its looking kinda weird and there are a lot of questionable camera angles as well. Absolutely love this show. why did i just watched it now? idk, Gen Z tings..."
1,5.0,Absolutely brilliant loved it the mix of medieval theme and fantasy dragon and white walkers it's brilliant and love it
1,0.5,Boring... Tedious... More fighting less talking please...
1,5.0,One word awesome man !!!
1,4.5,"A near-perfect season of television that had me hooked from the very first episode and kept me on my feet until the last, as all series should."
1,5.0,De los mejores dramas fantásticos y políticos de la TV
1,5.0,esta es una gran introduccion para la serie en un drama bien actuado donde hasta los que no han leido los libros van a poder disfrutar
1,5.0,I was hooked from the start and have to admit that the House of Stark became a whole lot less interesting after they killed off Ned.
1,5.0,One of the best shows of all time hands down.
1,4.5,My rating for the s1 is a 9.2/10
1,4.0,"At the End of the Show., I was thinking Woah!! What was that?"
1,5.0,Amazing! I never read the books for this series so I was actually pretty surprised at how great of a story this is!
1,4.5,brings into the world pretty well
1,4.0,"Season 1 is definitely one of the better starts to a series out there because of how built all the characters had gotten towards the end of the series! Many thrilling and impactful moments keeping me wanting more!!! ""Baelor"" & ""A Golden Crown"" are the best episodes of the season exceeding a 9/10!"
1,3.0,"A couple of years ago, this would have received a solid 5 stars from me. But seeing as the last season ruined the rewatch value of past seasons, the collateral damage cannot be denied. Season 1, on its own, is nothing short of a masterpiece—but taking into account the disastrous ending of the show, many of the iconic phrases (""Winter Is Coming"") now ring hollow."
1,4.5,Loved it. I was hanging on the hook every week for the next one.
1,5.0,This work doesn't need my too much elaboration to prove itself.
1,2.5,It is like Lord of the Rings meets Bangbros. Its literally softcore porn sprinkled with recycled medieval story line.
1,5.0,"Stunning, epic, riveting. Must watch. It lures you in from the first few seconds and continues to captivate you. No expense is spared. Film location, actors, costumes, storytelling. You should and must watch Game of Thrones."
1,4.0,"Overly violent, overtly misoginistic, with pedophilia, incest, rape and murder prevalent throughout. And the chest-thumping male dominance and ego are tiresome. But engrossing nonetheless. Peter Dinklage makes the whole series worth watching."
1,5.0,"Dont compare this show to anything else ! its a masterpiece, its unbeattable, its out of this time and space. My favorite ever, dont care about season 8, it remains a masterpiece !"
1,5.0,"The best TV series ever made with a MA rating. the best combination of character development, wardrobe, acting, and film quality I've ever seen. An absolute much watch."
1,5.0,"This show is a masterpiece. There is no doubt in my mind that it isn't. Despite the 8th season that most have agreed doesn't exist. This show remains my favorite of all time. This show changed what makes a show good, and proceeded to change it again, year after year. From the Starks in the North, The Martells in the South, The Lannisters in the West, and the Baratheon's in the East. This show is incredible. The politics and the ""Game of Thrones"" in the capitol, to the forshadowing of the white walkers at the wall, to the fight for the throne. This show is so dahm good. You see the events occur from almost every point of view, and it is all so entertaining. This is 100% one of the best shows of all time."
1,5.0,The start of the greatest tv show I have ever watched. It's so good I wish I could buy a Neuralyzer from MIB and zap myself with it.
1,5.0,"The greatest series ever made, so awesome..."
1,5.0,"Cudowny serial! Ciężko go porównać z jakimś innym widowiskiem telewizyjnym, mam wielką nadzieję że Dom smoka mu dorówna."
1,5.0,"SO many characters and storylines, a little tough to get started, and then 100% worth it! Outstanding show!!"
1,5.0,"Game of Thrones consegue ter uma primeira temporada excelente, mesmo ela não tendo uma grande produção. A série consegue construir muito bem os personagens e ter ótimos diálogos. Muito boa, recomendo muito!"
1,4.5,"Epic, spellbounding and a great intro to the world of ASOIAF"
1,4.5,"At times too much nudity and too much story building proves a hindrance for GOT season 1, but it's still jam-packed with great themes, visual mastery, great characters, solid performances and a deeply investing narrative with violence, heart and complexion."
1,4.5,"Costumes, performances, sets - it's all coming together perfectly in this faithful adaptation of the first installment in Martin's bestselling series."
1,5.0,"Keeping each one of these reviews short, I just want to say that season 1 of GoT is unlike any of the other seasons. I mean that by both how it feels and looks. On top of that, I think it has some of the best dialogue... ever. Not writing, but dialogue. Each scene carries weight. You usually have 2 characters sitting down and talking to one another—and that's fine, because the dialogue is so intriguing and so fresh. Easy to say, this is a fantastic start to the series!"
1,4.0,"I thought this show made a strong showing from the start. Now the ending, lol"
1,5.0,Incredible start to a massive journey. The first episode alone really grabs the viewers attention. The casting team did an amazing job with this series. By the end of season 1 you are already attached to some of the characters. 9/10
1,5.0,esta temporada puede ser muy abrumante pero esta bien escrito con grandes secuencias en la trama
1,4.5,"Such a great series! The writing is exquisit, the characters and their interaction makes the whole world, so interesting and diverse!"
1,5.0,"I slept on this show for too long! This is no doubt a 5/5 show with superb acting, flawless writing and performances. No one can deny how awesome this show is! Wow! Wow! Wow! Season one sets up the world and gives you just enough mystery to keep you coming back to watch more!"
1,5.0,Inicia muito bem a jornada da série.
1,5.0,"A primeira temporada é uma obra de arte, absolutamente incrível e imersiva, além de muito bem escrita sabe ser envolvente em todos os episódios."
1,4.0,"The 1st season of Game Of Thrones lives well to its expectation, the actors well fit the characters, The Character building off Joffrey Baratheon is great, Bran Stark is greatly shown in that season, the Scenes off Dhaeneris Targaryen are really good, everything is goof"
1,3.0,"has great moments and is extremely addictive but there are plots and events that resolve out of nowhere, still good enough to want more"
1,5.0,"Incredible show, at least till it follows the books. After it surpasses the books, problems start. Last season is best not mentioned."
1,4.0,"Sex, violence, incest, intrigue, world building, all top notch. I will be honest, it too 2 tries to get into the series and it was worth it, by episode 3, fully invested. They handled introducing 6 million characters quite well and made the good guys likeable but not mary sue's , bad guys were fleshed out people with motivations that are pretty reasonable even if the methods are really awful. Very engaging made you look forward to the next season."
1,5.0,THIS IS THE TRUE G. O. T. .
1,5.0,"This show was so good, sad to see how it ended (lazy writing etc.)"
1,5.0,Absolutely Breathtaking. Non predictable narrative. Actors portrayal of character is amazing. Not even one person over acts
1,3.5,"It feels like a show finding it's stride. The world is captivating but I never found the main plot line of this season to be very engaging nor exceptionally well presented. There is plenty of other things to enjoy here, though."
1,3.0,"It's a good season but was not very interesting to me. The show picks up for me next season, and the later episodes in the season are vastly superior. However, it sets up the entire story but feels like one long prologue."
1,4.0,"Season 1 to this iconic show starts off a little slow and can be uninteresting if you go in expecting Whitewalkers and Dragons right away, which as you continue to watch the show you'll realize that those aren't the main attraction to this show but rather the politics and characters. This is a great start to an amazing show!"
1,4.5,What to say except that it's just a great show. Not five stars because we're still getting introduced to many characters.
1,5.0,Wonderful Beginning . A Perfect plot with great characters in it. Truly made with great vision and good writing.
1,4.0,The first season closely follows the first book. Great adaptation with memorable characters. A very promising start.
1,5.0,Um dos melhores série que já assisti!
1,0.5,Season 1 set us up to fail for the series failure in season 8.
1,5.0,"Great show, clever story, good cast and beautiful cinematography. I loved this season."
1,5.0,A great introduction to the amazing series it would become!
1,5.0,"A estreia de Game of Thrones na TV pode não ter sido perfeita, ainda faltava ajustes aqui e ali em termos de produção, figurino e efeitos – até cometendo o pecado de cortar uma batalha grandiosa por questões orçamentárias – mas é a temporada que nos conquista. Todos os personagens são carismáticos e envolventes, e David Benioff e D.B. Weiss oferecem uma adaptação perfeita do primeiro livro da saga. Nostálgica. E a segunda melhor temporada de Game of Thrones!"
1,5.0,"The start of the series is in many ways a breakthrough, not only for the fantasy genre but also tele-vision in general. The show is interesting right away with its dark tone and few boundaries. Softer themes like love and hope are also well implemented, preventing the show from becoming too depressing. The show is written very tightly, there are at once many a lot of things going and at the same time the story moves forward relatively quickly. The show also finds clever ways to give exposition/lore with scenes between characters who didn't have perspectives in the book- while creating empathy and insight into those characters. While much of this can be hard to catch the first time around, it makes the show incredibly satisfying to return to for repeat viewings. The season also ends very strong, even though none of the overall plot threads have been resolved yet. The first season is a magnificent example of long-term storytelling- something many other stories can learn from- and few others can live up to."
1,4.5,"awesome first season, already know i will love this series"
1,5.0,"Game of Thrones: Season 1 was a brilliant start to the show, introducing us to all the characters we would be following for the next eight seasons. The murder mystery leading up to the War of the Five Kings was a perfect way to start off the show and the characters are absolutely amazing."
1,5.0,It is like war man seriously it does
1,5.0,The most impressive quality of Game of Thrones is its ability to give those who have never touched a fantasy book in their life a sincere childlike wonder for the genre's tropes overnight.
1,5.0,"An extraordinary season, an all-pervading and profound building of the world, intelligent dialogue with lots of memorable quotes, genuine surprises, expert acting, excellent soundtrack that is used sparingly, epic set - pieces, detailed rendering and exhaustive plot that goes forward little by little, and then perfectly paced suspension of disbelief, the plot is also huge and amazing, but often favorite characters end up fatal letting us know that no character is safe and that it can very easily be killed or fooled. All episodes are exceptional, and ""Baelor"" and ""Fire and Blood"" stand out as the highest quality. The season contains a lot of violence and blood, sexual violence, sex, nudity, profanity (mostly sexual dialogues), use of various types of narcotic drugs, etc. so for some it can all be too strong, but this season of Game of Thrones is impeccable perfection and something must be seen no matter what genre, which actor or director you prefer and how much violence you tolerate."
1,4.0,Very good start to the beginning of a great show.
1,4.0,"This season was a good one. The script is well developed, the roles are good, but what I didn't like was that they killed my favorite character and is the main character in the season."
1,5.0,"Unlike any fantasy series I've ever seen. This season is based on politics rather than magic and dragons, but it is thrilling nonetheless."
1,4.0,"The first season of GOT is not as good as some of the others, but because of that, it makes for a good introduction into the world known as Westeros!"
1,4.0,"After what I heard about the series of having great dragon scenes and great battles, I was a little disappointed because I was expecting it this season, but other than that it is a good season, realistic and violent."
1,5.0,"Game of Thrones S1 is an EXCELLENT adaptation of one of the best books I've ever read. It's humane, mundane and severe. Extraordinary."
1,4.0,First I'm not familia with the source material so I won't be discussing or compare the first season to any of the books by comparison Game of thrones is a show I've wanted to get in to for a long time but simply never got around to it and with a lot of time between seasons towards it end I simply decided s to wait until it's finished before getting around to it Now the how shal I say this Viking/med evil times is not my favourite error to utilise on film or tv nothing against it just not for me game of thrones changed that Game of thrones ability to manage multiple plots a fairly big array of characters shift in perspective through its many characters and killing of who is arguably its main character right before the season final is impressive ballsy and intense and the action is off the chain and some of it just gory as fuck I also like how it plays on morals right and wrong war and it's effects o and I just get to say it the Lannister's are ass wholes.😂 Never before have I out right hated characters such as I hated this family normally I can really get an understanding of a villain although evil they can be cool relatable or just fun to enjoy this family is none of that Over all it's a great series and it's only just be gain another brilliant show by HBO looks forward to the rest RIP Ned
1,4.5,A great adaptation of an even greater source material. Watch this season and then go read the books.
1,3.5,"""Only pass the time."" ... As promised, I rethought the note I gave to ""game of thrones"". The last episode of the season there deserved another half star. The person knows why I improved the grade. Hug and congratulations!"
1,0.5,"I kept thinking ""that looks like something from 1980's 'Excalibur""...that looks like something from one of those 'story-themed' porn movies from about the same time...they sure did have great training equipment at the gym...are those private parts silicone...fabulous dental work...I'll take Tarantino's ridiculous cartoon violence over all these amputations...thank goodness for the episode recaps cause I was mostly confused."" Overall, I liked 'Caligula' better: both stupendously violent with lots of sex all kinds of sex. But at least 'Caligula' knew it was absurd. I'll try one more season...after all, the people are rather beautiful."
1,4.5,"First season sets the atmosphere of game of thrones: Dark, raw, exciting and captivating"
1,4.5,Great season but takes a bit to get into at first because theres so many characters and storylines happening everytime I'd look away from the screen I had to rewind it just so I didn't miss anything and it was slow at times but halfway through the season I was proper into it
1,5.0,Absolutely fantastic.
1,5.0,"Can't stop thinking about this story and season, after you've watched it. Simply stunning."
1,5.0,"This was so awesome I still can't believe how it turned into a total shitshow in the last, awfully wrong season 8. Thankfully I didn't know at that time so I will always cherish in my memories."
1,5.0,Who's going to die next? I don't even know
1,4.5,Game of Thrones Season 1 | Detailed note: 9.2
1,4.0,Sensacional. Una series maravillosa.
1,4.5,"Different tone and focus from the books, as the books were scarier. But a good adaptation. Worth learning the characters to get invested into the storyline."
1,3.0,"Sobrevalorada. Partes violentísimas con gore innecesario, partes intrascendentes (la de la rubia). Sólo vi la 1.ª temp y fue suficiente"
1,4.5,I have been an avid fan and watcher on the wall since the premier night of this groundbreaking show and series. I cannot recommend it enough to fans of both fantasy and real-world and politics. This is a must see of and quintessential classic of this generation.
1,5.0,it's a great tv show the best thing is that you'll be allways nerves on what's next because ****** you need to figure out your self !! so don't wast your time and go watch it! are you still here ?! goooooooooo!!!
1,5.0,"A nitty gritty show, depicting the brutal & conniving world of Westeros. Full of political back stabbing, scheming and a whole host of nasty characters, the series is a wonderful exploration of a Medieval Times. The shows greatest attributes is its, wonderfully expanse cast & the ridiculous budget allotted to it in order to make this story come to life."
1,0.5,Most overrated show of all time I was waiting for some character or even just some welly filmed action but never got either in all of these seasons
1,5.0,"Great set-up for each character's story. Great acting, landscape, costume design, acting. Loved it."
1,4.5,"Great story telling, amazing action as we are introduced to the world of Westoros in a fashion that leaves us clamoring for more"
1,5.0,"masterpiece, its so good"
1,5.0,Desde el primer capítulo hasta el final de temporada te mantiene al filo del asiento.
1,5.0,"Even if u hated the ending this is by far the greatest show of all time. Each episode keeps u on the edge of your seat. Never have i ever heard as many people talk about whats gunna happen next week. There was just a lot of people upset because they didn't get what they want but that is what the whole show was, you never got what u wanat."
1,5.0,"A huge applause for the GOT crew because of the creation of characters, the story flow everything seems to be amazing."
1,3.5,Books are better but I enjoyed this
1,3.5,"The cast is brilliant, with complex character development and the story line is gripping, powered up by an exceptionally well-written script and spectacular settings and, if I was a critic, I would take this season on its own terms and give it five stars. But I also write as a human being with my own sensibilities and preferences. That said, the Iron Age ethics of that society with its relentless over-the-top cruelty and ultra-violence left me weary and disheartened. Some characters are so abhorrent that I kept hoping to be rid of them with each episode only to be disappointed again and again. Early on, the top two on my personal hit list were the oily slime-bucket, Viserys (the brother of Daenerys Targaren), and the creepy, exceedingly cruel little snit, Joffrey (affectionately known by me as King Shit). I finally got my wish in spades and then some when Kahl Drogo ""crowned"" Viserys. As for King Shit, he was merely poisoned in a later season--so disappointing! The series also featured much graphic nudity, which I am fine with, but it seems that more than a few episodes searched for the flimsiest pretext to make sure to provide at least one nude scene so as to not disappoint the series' rabid fans. In short, the series has an amazing paucity of admirable characters, with the exception of Jon Snow and the Starks. My hopes for a timely end to the perfectly odious sibling pair Jaime and Cersei Lannister are dashed every episode. Daenerys, she is such a hero to fans of the series, but I find her sometimes admirable character to be seasoned with cruelty and vindictiveness. I grudgingly concede the series' acclaim, but for me it is a matter of taste and the violence and cruelty often left a bad taste in my mouth. But I will end on a positive note--the sleazy but lovable Tyrion Lannister really grew on me. And I have to give the series credit where it is due for its very high production values, and superb casting, acting, and writing."
1,5.0,The best show ever! I thought that I wouldn't like because of the time of the story. I not the kind of people who like to see the old era. But the story keeps you want to see more.
1,5.0,"One of the greatest television shows ever made. The first season had one of, if not, the greatest game changing moments for a series in television history. 9.7/10"
1,4.5,"An amazing first season to this show. Not only was this completely unique for its time, making a fantasy show with a budget of its size and writing this good was unheard of and still unheard of today as nobody has really been able to make something of this quality yet. The acting, phenomenal, the writing, gripping, the story, dramatic in all the good ways, the costume, spectacular, the set design, just wow. The casting I feel were perfect, even the child actors. Maisie Williams was like 12 when she was in this season and she fully enraptured Arya Stark. Especially the writing for her character, like you wouldn't expect a child to have the writing or story that she does but she does and she makes it amazing. The plot was also great and very well done. They really balanced all the characters well and I feel like there wasn't a single scene in this show that was wasted. Every single scene tells a story or adds to it and I think that is very difficult to do but they did it amazingly."
1,5.0,Gosh!i can feel every scene in it!literally greatest saga begins with this powerful season pleased me alot!
1,5.0,"One of Best Fantasy Shows ever. Fantastic start. Just great. Characters, Production Design, Costume Design. Story ist fantastic."
1,5.0,Season one set up the world and moved the pieces in place for a show that has secured it's spot in history.
1,5.0,The most beautifull Tv series I have seen
1,5.0,"best, it was really good, i enjoyed it. please give us no2 etc asap. as I WANT MORE !!!!"
1,4.5,"Something special... something that matters... These things are what the show used to be, until it went of its course, and became a shadow of its former glory. And to not just say:""Go and read the books"", I'll have to be frank, and admit that despite the disappointment and saltiness, this show is worth watching."
1,5.0,It's a great show and way better than Teen Titans Go!.
1,3.5,Rating: 7/10. 79/100.
1,5.0,Political intrigue set in medieval times - truly fresh upon its release.
1,1.0,"Ritimo lento serie morta, só ficou bom no final."
1,5.0,"Amazing start of the series, even with a relatively low budget compared to other seasons, they got me stuck to the screen for days. The political intrigue, combined with action, drama and the occasional jokes were a perfect recipe, well executed as well."
1,3.5,Nice characters but the first season is in lack of something to make you watch till the end. Next seasons are better.
1,4.0,Sean Bean carries a brilliant season of television which introduces us to Martin's world and characters.
1,5.0,The best show I have ever seen. Great!!!
1,5.0,The best first season ever ? Probably
